sel1	gols1	gols2	sel2	data	peso
Palestine	1	1	Tajikistan	736213	1
Cyprus	0	3	Belgium	736213	2.5
Sweden	1	1	Netherlands	736213	2.5
Russia	1	0	Ghana	736213	1
Indonesia	3	0	Malaysia	736213	1
Bulgaria	4	3	Luxembourg	736213	2.5
Bosnia and Herzegovina	5	0	Estonia	736213	2.5
Andorra	0	1	Latvia	736213	2.5
Guatemala	9	3	St. Vincent and the Grenadines	736213	2.5
Suisse	2	0	Portugal	736213	2.5
Faroe Islands	0	0	Hungary	736213	2.5
Qatar	3	0	Serbia	736236	1
Botswana	1	1	Angola	736237	1
Togo	1	0	Uganda	736241	1
DR Congo	0	1	Kenya	736241	1
Trinidad and Tobago	4	0	Dominican Republic	736242	1
Tajikistan	3	3	Palestine	736242	1
Solomon Islands	0	3	New Caledonia	736242	1
Kosovo	0	6	Croatia	736243	2.5
Moldova	0	3	Serbia	736243	2.5
South Korea	3	2	Qatar	736243	2.5
China	0	1	Syria	736243	2.5
Liechtenstein	0	2	Albania	736243	2.5
Japan	2	1	Iraq	736243	2.5
United Arab Emirates	3	1	Thailand	736243	2.5
Italy	1	1	Spain	736243	2.5
Iceland	3	2	Finland	736243	2.5
Turkey	2	2	Ukraine	736243	2.5
Ireland	1	0	Georgia	736243	2.5
Cambodia	0	2	Hong Kong	736243	1
Uzbekistan	0	1	Iran	736243	2.5
Vietnam	5	2	North Korea	736243	1
Ecuador	3	0	Chile	736243	2.5
Austria	2	2	Wales	736243	2.5
Canada	4	0	Mauritania	736243	1
Kyrgyzstan	0	0	Lebanon	736243	1
Curacao	3	0	Antigua and Barbuda	736243	1
FYR of Macedonia	1	2	Israel	736243	2.5
Saudi Arabia	2	2	Australia	736243	2.5
Hungary	2	3	Suisse	736244	2.5
Latvia	0	2	Faroe Islands	736244	2.5
Peru	2	2	Argentina	736244	2.5
Portugal	6	0	Andorra	736244	2.5
Brazil	5	0	Bolivia	736244	2.5
Uruguay	3	0	Venezuela	736244	2.5
Ghana	0	0	Uganda	736244	2.5
Luxembourg	0	1	Sweden	736244	2.5
Netherlands	4	1	Belarus	736244	2.5
France	4	1	Bulgaria	736244	2.5
Paraguay	0	1	Colombia	736244	2.5
Singapore	0	0	Malaysia	736244	1
Philippines	1	3	Bahrain	736244	1
Oman	1	1	Jordan	736244	1
Cuba	0	2	USA	736244	1
Belgium	4	0	Bosnia and Herzegovina	736244	2.5
Greece	2	0	Cyprus	736244	2.5
Estonia	4	0	Gibraltar	736244	2.5
Scotland	1	1	Lithania	736245	2.5
Burkina Faso	1	1	South Africa	736245	2.5
Senegal	2	0	Cape Verde	736245	2.5
Cote dIvoire	3	1	Mali	736245	2.5
DR Congo	4	0	Libya	736245	2.5
Gabon	0	0	Morocco	736245	2.5
England	2	0	Malta	736245	2.5
Poland	3	2	Denmark	736245	2.5
Northern Ireland	4	0	San Marino	736245	2.5
Montenegro	5	0	Kazakhstan	736245	2.5
Slovenia	1	0	Slovakia	736245	2.5
Timor-Leste	1	2	Taiwan	736245	2.5
Armenia	0	5	Romania	736245	2.5
Dominican Republic	1	2	Martinique	736245	1
Germany	3	0	Czech Republic	736245	2.5
Azerbaijan	1	0	Norway	736245	2.5
Belize	1	2	Honduras	736245	1
Solomon Islands	0	1	New Caledonia	736245	1
Suriname	2	2	Guyana	736245	1
Albania	0	2	Spain	736246	2.5
Zambia	1	2	Nigeria	736246	2.5
Moldova	1	3	Ireland	736246	2.5
Israel	2	1	Liechtenstein	736246	2.5
Congo	1	2	Egypt	736246	2.5
Algeria	1	1	Cameroon	736246	2.5
Tunisia	2	0	Guinea	736246	2.5
Serbia	3	2	Austria	736246	2.5
Ukraine	3	0	Kosovo	736246	2.5
Finland	0	1	Croatia	736246	2.5
Iceland	2	0	Turkey	736246	2.5
Antigua and Barbuda	2	0	Puerto Rico	736246	1
French Guiana	1	0	St. Kitts and Nevis	736246	1
Togo	2	0	Mozambique	736246	1
Russia	3	4	Costa Rica	736246	1
Indonesia	2	2	Vietnam	736246	1
Cambodia	4	0	Sri Lanka	736246	1
Wales	1	1	Georgia	736246	2.5
FYR of Macedonia	2	3	Italy	736246	2.5
New Zealand	1	2	Mexico	736246	1
Bhutan	3	1	Bangladesh	736247	2.5
Netherlands	0	1	France	736247	2.5
Estonia	0	2	Greece	736247	2.5
Gibraltar	0	6	Belgium	736247	2.5
Latvia	0	2	Hungary	736247	2.5
Belarus	1	1	Luxembourg	736247	2.5
Faroe Islands	0	6	Portugal	736247	2.5
Andorra	1	2	Suisse	736247	2.5
Philippines	1	3	North Korea	736247	1
Sweden	3	0	Bulgaria	736247	2.5
Bosnia and Herzegovina	2	0	Cyprus	736247	2.5
Germany	2	0	Northern Ireland	736248	2.5
Czech Republic	0	0	Azerbaijan	736248	2.5
Kazakhstan	0	0	Romania	736248	2.5
Poland	2	1	Armenia	736248	2.5
Slovenia	0	0	England	736248	2.5
Colombia	2	2	Uruguay	736248	2.5
Bolivia	2	2	Ecuador	736248	2.5
Venezuela	0	2	Brazil	736248	2.5
Laos	1	1	Maldives	736248	2.5
Norway	4	1	San Marino	736248	2.5
Denmark	0	1	Montenegro	736248	2.5
Australia	1	1	Japan	736248	2.5
Argentina	0	1	Paraguay	736248	2.5
Chile	2	1	Peru	736248	2.5
Taiwan	2	1	Timor-Leste	736248	2.5
Iraq	4	0	Thailand	736248	2.5
Oman	2	2	Bahrain	736248	1
Lithania	2	0	Malta	736248	2.5
Malaysia	1	1	Afghanistan	736248	1
Hong Kong	2	0	Singapore	736248	1
South Africa	1	1	Ghana	736248	1
Qatar	1	0	Syria	736248	2.5
Lebanon	1	1	Equatorial Guinea	736248	1
Saudi Arabia	3	0	United Arab Emirates	736248	2.5
Slovakia	3	0	Scotland	736248	2.5
Uzbekistan	2	0	China	736248	2.5
Kyrgyzstan	1	0	Turkmenistan	736248	1
Morocco	4	0	Canada	736248	1
Iran	1	0	South Korea	736248	2.5
Panama	0	1	Mexico	736249	1
USA	1	1	New Zealand	736249	1
Puerto Rico	2	2	Curacao	736249	1
Martinique	0	0	Trinidad and Tobago	736249	1
Guyana	2	2	Jamaica	736249	1
Brunei	2	1	Timor-Leste	736252	1
Cambodia	2	1	Laos	736252	1
Timor-Leste	1	2	Laos	736255	1
Brunei	0	3	Cambodia	736255	1
Cambodia	3	2	Timor-Leste	736258	1
Laos	4	3	Brunei	736258	1
Brunei	4	0	Timor-Leste	736270	1
Honduras	5	0	Belize	736270	1
Macau	2	1	Mongolia	736271	1
Sri Lanka	1	2	Laos	736271	1
Myanmar	0	0	Indonesia	736272	1
Zimbabwe	1	0	Zambia	736273	1
Timor-Leste	0	0	Nepal	736273	1
Hong Kong	3	2	Guam	736274	1
Jordan	0	0	Iraq	736274	1
North Korea	2	0	Taiwan	736274	1
Mongolia	2	0	Sri Lanka	736274	1
Laos	1	4	Macau	736274	1
Tahiti	1	0	Solomon Islands	736275	2.5
Vietnam	3	2	Indonesia	736276	1
Nepal	3	0	Brunei	736276	1
Uganda	0	1	Zambia	736276	1
Guam	0	2	North Korea	736277	1
United Arab Emirates	2	0	Bahrain	736277	1
Syria	2	0	Singapore	736277	1
Haiti	2	5	French Guiana	736277	1
Netherlands	1	1	Belgium	736277	1
Hong Kong	4	2	Taiwan	736277	1
Mongolia	0	3	Laos	736277	1
Greece	0	1	Belarus	736277	1
Philippines	1	0	Kyrgyzstan	736277	1
Sri Lanka	1	1	Macau	736277	1
Tajikistan	3	0	Turkmenistan	736277	1
Lebanon	1	1	Palestine	736278	1
Uzbekistan	1	0	Jordan	736278	1
Qatar	2	1	Russia	736278	1
Iran	8	1	Papua New Guinea	736278	1
Colombia	0	0	Chile	736278	2.5
Venezuela	5	0	Bolivia	736279	2.5
Honduras	0	1	Panama	736279	2.5
Brazil	3	0	Argentina	736279	2.5
Denmark	4	1	Kazakhstan	736279	2.5
Paraguay	1	4	Peru	736279	2.5
Malta	0	1	Slovenia	736279	2.5
Libya	0	1	Tunisia	736279	2.5
Slovakia	4	0	Lithania	736279	2.5
Uruguay	2	1	Ecuador	736279	2.5
Romania	0	3	Poland	736279	2.5
Czech Republic	2	1	Norway	736279	2.5
Japan	4	0	Oman	736279	1
South Korea	2	0	Canada	736279	1
Togo	2	2	Comoros	736279	1
France	2	1	Sweden	736279	2.5
England	3	0	Scotland	736279	2.5
Northern Ireland	4	0	Azerbaijan	736279	2.5
Armenia	3	2	Montenegro	736279	2.5
San Marino	0	8	Germany	736279	2.5
Morocco	0	0	Cote dIvoire	736280	2.5
Ukraine	1	0	Finland	736280	2.5
Spain	4	0	FYR of Macedonia	736280	2.5
Liechtenstein	0	4	Italy	736280	2.5
Albania	0	3	Israel	736280	2.5
Wales	1	1	Serbia	736280	2.5
Georgia	1	1	Moldova	736280	2.5
Austria	0	1	Ireland	736280	2.5
South Africa	2	1	Senegal	736280	2.5
USA	1	2	Mexico	736280	2.5
Croatia	2	0	Iceland	736280	2.5
Trinidad and Tobago	0	2	Costa Rica	736280	2.5
Nepal	1	1	Laos	736280	1
New Zealand	2	0	New Caledonia	736280	2.5
Nigeria	3	1	Algeria	736280	2.5
Mali	0	0	Gabon	736280	2.5
Uganda	1	0	Congo	736280	2.5
Turkey	2	0	Kosovo	736280	2.5
Cameroon	1	1	Zambia	736280	2.5
Kenya	1	0	Mozambique	736280	1
Taiwan	2	0	Guam	736280	1
Hong Kong	0	1	North Korea	736280	1
Cape Verde	0	2	Burkina Faso	736280	2.5
Macau	1	1	Brunei	736280	1
Cyprus	3	1	Gibraltar	736281	2.5
Guinea	1	2	DR Congo	736281	2.5
Luxembourg	1	3	Netherlands	736281	2.5
Bulgaria	1	0	Belarus	736281	2.5
Hungary	4	0	Andorra	736281	2.5
Portugal	4	1	Latvia	736281	2.5
Suisse	2	0	Faroe Islands	736281	2.5
Egypt	2	0	Ghana	736281	2.5
Belgium	8	1	Estonia	736281	2.5
Zimbabwe	3	0	Tanzania	736281	1
Solomon Islands	1	0	Tahiti	736281	2.5
Tajikistan	1	0	Afghanistan	736281	1
Greece	1	1	Bosnia and Herzegovina	736281	2.5
Jamaica	1	0	Suriname	736281	1
St. Kitts and Nevis	0	0	Haiti	736281	1
Singapore	1	0	Cambodia	736281	1
Brunei	2	3	Laos	736282	1
Malaysia	2	1	Papua New Guinea	736282	1
Myanmar	0	3	Oman	736282	1
Poland	1	1	Slovenia	736282	1
Ecuador	3	0	Venezuela	736283	2.5
China	0	0	Qatar	736283	2.5
United Arab Emirates	2	0	Iraq	736283	2.5
Peru	0	2	Brazil	736283	2.5
Argentina	3	0	Colombia	736283	2.5
Chile	3	1	Uruguay	736283	2.5
Panama	0	0	Mexico	736283	2.5
Bolivia	1	0	Paraguay	736283	2.5
Costa Rica	4	0	USA	736283	2.5
Japan	2	1	Saudi Arabia	736283	2.5
Syria	0	0	Iran	736283	2.5
Thailand	2	2	Australia	736283	2.5
New Caledonia	0	0	New Zealand	736283	2.5
Ukraine	2	0	Serbia	736283	1
Honduras	3	1	Trinidad and Tobago	736283	2.5
South Korea	2	1	Uzbekistan	736283	2.5
Malta	0	2	Iceland	736283	1
Czech Republic	1	1	Denmark	736283	1
Jordan	0	0	Lebanon	736283	1
Italy	0	0	Germany	736283	1
Austria	0	0	Slovakia	736283	1
Northern Ireland	0	3	Croatia	736283	1
England	2	2	Spain	736283	1
France	0	0	Cote dIvoire	736283	1
Kenya	1	0	Liberia	736283	1
Morocco	2	1	Togo	736283	1
Russia	1	0	Romania	736283	1
Tunisia	0	0	Mauritania	736283	1
Macau	0	1	Nepal	736283	1
Mozambique	1	1	South Africa	736283	1
Comoros	1	1	Gabon	736283	1
Bahrain	0	0	Kyrgyzstan	736283	1
Hungary	0	2	Sweden	736284	1
Thailand	4	2	Indonesia	736287	1
St. Kitts and Nevis	1	1	Estonia	736287	1
Philippines	0	0	Singapore	736287	1
Malaysia	3	2	Cambodia	736288	1
Myanmar	1	2	Vietnam	736288	1
Antigua and Barbuda	0	1	Estonia	736290	1
Philippines	2	2	Indonesia	736290	1
Thailand	1	0	Singapore	736290	1
Cambodia	1	3	Myanmar	736291	1
Malaysia	0	1	Vietnam	736291	1
Philippines	0	1	Thailand	736293	1
Singapore	1	2	Indonesia	736293	1
Myanmar	1	0	Malaysia	736294	1
Vietnam	2	1	Cambodia	736294	1
Indonesia	2	1	Vietnam	736301	1
Myanmar	0	2	Thailand	736302	1
Vietnam	2	2	Indonesia	736305	1
Thailand	4	0	Myanmar	736306	1
Indonesia	2	1	Thailand	736312	1
Thailand	2	0	Indonesia	736315	1
Cote dIvoire	0	0	Zimbabwe	736324	1
Nicaragua	2	1	Trinidad and Tobago	736325	1
Nicaragua	1	3	Trinidad and Tobago	736328	1
Tunisia	2	0	Uganda	736333	1
Morocco	1	0	Burkina Faso	736333	1
Trinidad and Tobago	1	1	Suriname	736333	1
Cameroon	2	0	DR Congo	736334	1
Suriname	2	4	Haiti	736335	1
Algeria	3	1	Mauritania	736336	1
Mali	1	2	Burkina Faso	736336	1
Libya	1	2	Senegal	736337	1
Egypt	1	0	Tunisia	736337	1
Sweden	1	2	Cote dIvoire	736337	1
Haiti	3	3	Trinidad and Tobago	736337	1
Slovakia	1	3	Uganda	736337	1
Morocco	1	0	Finland	736338	1
Cameroon	1	1	Zimbabwe	736339	1
Saudi Arabia	0	0	Slovenia	736339	1
Algeria	6	0	Mauritania	736339	1
China	0	2	Iceland	736339	1
Cote dIvoire	3	0	Uganda	736340	1
Congo	0	2	Senegal	736340	1
Chile	1	1	Croatia	736340	1
Sweden	6	0	Slovakia	736341	1
Honduras	2	1	Nicaragua	736342	1
Slovenia	2	0	Finland	736342	1
Panama	0	0	Belize	736343	1
Costa Rica	0	0	El Salvador	736343	1
Burkina Faso	1	1	Cameroon	736343	3
China	1	1	Croatia	736343	1
Gabon	1	1	Guinea-Bissau	736343	3
Cambodia	2	7	Saudi Arabia	736343	1
Algeria	2	2	Zimbabwe	736344	3
Tunisia	0	2	Senegal	736344	3
Belize	0	3	Costa Rica	736344	1
El Salvador	1	2	Honduras	736344	1
Iceland	0	1	Chile	736344	1
Panama	2	1	Nicaragua	736345	1
DR Congo	1	0	Morocco	736345	3
Cote dIvoire	0	0	Togo	736345	3
El Salvador	3	1	Belize	736346	1
Qatar	1	1	Moldova	736346	1
Ghana	1	0	Uganda	736346	3
Mali	0	0	Egypt	736346	3
Gabon	1	1	Burkina Faso	736347	3
Cameroon	2	1	Guinea-Bissau	736347	3
Costa Rica	0	0	Nicaragua	736347	1
Panama	0	1	Honduras	736347	1
Algeria	1	2	Tunisia	736348	3
Senegal	2	0	Zimbabwe	736348	3
Morocco	3	1	Togo	736349	3
Cote dIvoire	2	2	DR Congo	736349	3
Nicaragua	3	1	Belize	736349	1
Egypt	1	0	Uganda	736350	3
Ghana	1	0	Mali	736350	3
Panama	1	0	El Salvador	736350	1
Honduras	1	1	Costa Rica	736350	1
Belize	0	1	Honduras	736351	1
El Salvador	1	0	Nicaragua	736351	1
Panama	1	0	Costa Rica	736351	1
Bermuda	2	4	Canada	736351	1
Guinea-Bissau	0	2	Burkina Faso	736351	3
Cameroon	0	0	Gabon	736351	3
Uzbekistan	2	2	Georgia	736352	1
Senegal	2	2	Algeria	736352	3
Zimbabwe	2	4	Tunisia	736352	3
Togo	1	3	DR Congo	736353	3
Morocco	1	0	Cote dIvoire	736353	3
Jordan	1	0	Georgia	736354	1
Uganda	1	1	Mali	736354	3
Egypt	1	0	Ghana	736354	3
Brazil	1	0	Colombia	736355	1
Burkina Faso	2	0	Tunisia	736357	3
Senegal	1	1	Cameroon	736357	3
USA	0	0	Serbia	736358	1
Egypt	1	0	Morocco	736358	3
DR Congo	1	2	Ghana	736358	3
Burkina Faso	1	1	Egypt	736361	3
Cameroon	2	0	Ghana	736362	3
USA	1	0	Jamaica	736364	1
Burkina Faso	1	0	Ghana	736364	3
Egypt	1	2	Cameroon	736365	3
Mexico	1	0	Iceland	736368	1
Honduras	0	1	Jamaica	736377	1
Ecuador	3	1	Honduras	736382	1
San Marino	0	2	Andorra	736382	1
Qatar	1	2	Azerbaijan	736397	1
Trinidad and Tobago	2	0	Barbados	736398	1
Burundi	7	0	Djibouti	736399	1
Burundi	1	0	Djibouti	736401	1
Iran	0	1	Iraq	736406	1
San Marino	0	2	Moldova	736407	1
Indonesia	1	3	Myanmar	736409	1
Philippines	0	0	Malaysia	736410	1
São Tome e Ptincipe	0	1	Madagascar	736410	2.5
Djibouti	2	0	South Sudan	736410	2.5
Yemen	0	1	Palestine	736410	1
Scotland	1	1	Canada	736410	1
Vietnam	1	1	Taiwan	736410	1
Cambodia	2	3	India	736410	1
Czech Republic	3	0	Lithania	736410	1
Germany	1	0	England	736410	1
Cyprus	3	1	Kazakhstan	736410	1
Qatar	0	1	Iran	736411	2.5
Papua New Guinea	1	3	Tahiti	736411	2.5
China	1	0	South Korea	736411	2.5
United Arab Emirates	0	2	Japan	736411	2.5
Iraq	1	1	Australia	736411	2.5
Thailand	0	3	Saudi Arabia	736411	2.5
Syria	1	0	Uzbekistan	736411	2.5
Curacao	1	1	El Salvador	736411	1
Bahrain	1	1	Tajikistan	736411	1
Jordan	4	0	Hong Kong	736411	1
Kenya	1	1	Uganda	736411	1
Colombia	1	0	Bolivia	736411	2.5
Nigeria	1	1	Senegal	736411	1
Afghanistan	2	1	Singapore	736411	1
Georgia	1	3	Serbia	736412	2.5
Venezuela	2	2	Peru	736412	2.5
Paraguay	2	1	Ecuador	736412	2.5
Argentina	1	0	Chile	736412	2.5
Croatia	1	0	Ukraine	736412	2.5
Ireland	0	0	Wales	736412	2.5
Uruguay	1	4	Brazil	736412	2.5
Comoros	2	0	Mauritius	736412	2.5
Spain	4	1	Israel	736412	2.5
Austria	2	0	Moldova	736412	2.5
Turkey	2	0	Finland	736412	2.5
Liechtenstein	0	3	FYR of Macedonia	736412	2.5
Guinea	2	2	Gabon	736412	1
Mauritania	1	0	Benin	736412	1
Russia	0	2	Cote dIvoire	736412	1
Italy	2	0	Albania	736412	2.5
Trinidad and Tobago	1	0	Panama	736412	2.5
Libya	0	0	Togo	736412	1
Mexico	2	0	Costa Rica	736412	2.5
USA	6	0	Honduras	736412	2.5
Morocco	2	0	Burkina Faso	736412	1
Tunisia	0	1	Cameroon	736412	1
Kosovo	1	2	Iceland	736412	2.5
Andorra	0	0	Faroe Islands	736413	2.5
Sweden	4	0	Belarus	736413	2.5
Luxembourg	1	3	France	736413	2.5
Haiti	3	1	Nicaragua	736413	3
Portugal	3	0	Hungary	736413	2.5
Suisse	1	0	Latvia	736413	2.5
Cyprus	0	0	Estonia	736413	2.5
South Africa	3	1	Guinea-Bissau	736413	1
Fiji	0	2	New Zealand	736413	2.5
Mozambique	2	0	Angola	736413	1
Tanzania	2	0	Botswana	736413	1
Belgium	1	1	Greece	736413	2.5
Bulgaria	2	0	Netherlands	736413	2.5
Bosnia and Herzegovina	5	0	Gibraltar	736413	2.5
Madagascar	3	2	São Tome e Ptincipe	736414	2.5
England	2	0	Lithania	736414	2.5
Armenia	2	0	Kazakhstan	736414	2.5
Taiwan	1	3	Turkmenistan	736414	2.5
San Marino	0	6	Czech Republic	736414	2.5
Romania	0	0	Denmark	736414	2.5
Azerbaijan	1	4	Germany	736414	2.5
Kenya	2	1	DR Congo	736414	1
Scotland	1	0	Slovenia	736414	2.5
Northern Ireland	2	0	Norway	736414	2.5
Zimbabwe	0	0	Zambia	736414	1
Montenegro	1	2	Poland	736414	2.5
Malta	1	3	Slovakia	736414	2.5
Central African Republic	1	2	Gambia	736415	1
Mauritania	2	1	Congo	736415	1
Turkey	3	1	Moldova	736415	1
Honduras	1	1	Costa Rica	736416	2.5
Panama	1	1	USA	736416	2.5
Iran	1	0	China	736416	2.5
Saudi Arabia	1	0	Iraq	736416	2.5
Lebanon	2	0	Hong Kong	736416	2.5
New Zealand	2	0	Fiji	736416	2.5
Australia	2	0	United Arab Emirates	736416	2.5
South Sudan	6	0	Djibouti	736416	2.5
Chile	3	1	Venezuela	736416	2.5
Myanmar	0	1	India	736416	2.5
Philippines	4	1	Nepal	736416	2.5
Jordan	7	0	Cambodia	736416	2.5
Japan	4	0	Thailand	736416	2.5
Bahrain	0	0	Singapore	736416	2.5
Mauritius	1	1	Comoros	736416	2.5
Oman	14	0	Bhutan	736416	2.5
Afghanistan	1	1	Vietnam	736416	2.5
Kyrgyzstan	1	0	Macau	736416	2.5
Maldives	0	3	Palestine	736416	2.5
Trinidad and Tobago	0	1	Mexico	736416	2.5
Yemen	2	1	Tajikistan	736416	2.5
Brazil	3	0	Paraguay	736416	2.5
Uzbekistan	1	0	Qatar	736416	2.5
Portugal	2	3	Sweden	736416	1
Estonia	3	0	Croatia	736416	1
Russia	3	3	Belgium	736416	1
Austria	1	1	Finland	736416	1
Netherlands	1	2	Italy	736416	1
Bolivia	2	0	Argentina	736416	2.5
Georgia	5	0	Latvia	736416	1
Albania	1	2	Bosnia and Herzegovina	736416	1
Egypt	3	0	Togo	736416	1
South Africa	0	0	Angola	736416	1
France	0	2	Spain	736416	1
South Korea	1	0	Syria	736416	2.5
Cameroon	1	2	Guinea	736416	1
Mozambique	1	0	Lesotho	736416	1
FYR of Macedonia	3	0	Belarus	736416	1
Luxembourg	0	2	Cape Verde	736416	1
Ireland	0	1	Iceland	736416	1
Peru	2	1	Uruguay	736416	2.5
Morocco	1	0	Tunisia	736416	1
Ecuador	0	2	Colombia	736416	2.5
Tanzania	2	1	Burundi	736416	1
Tahiti	1	2	Papua New Guinea	736417	2.5
Nicaragua	3	0	Haiti	736417	3
Kenya	0	0	Malawi	736437	1
Madagascar	1	0	Malawi	736441	1
Somalia	1	2	South Sudan	736441	1
Mauritius	2	1	Seychelles	736441	1
Martinique	4	1	Guadeloupe	736445	1
Seychelles	1	1	Mauritius	736448	1
Malawi	0	1	Madagascar	736448	1
South Sudan	2	0	Somalia	736449	1
Grenada	2	2	Trinidad and Tobago	736449	1
Burkina Faso	1	1	Benin	736453	1
St. Kitts and Nevis	2	1	Barbados	736456	1
Senegal	2	0	Mauritania	736460	1
Egypt	1	0	Yemen	736462	1
Guadeloupe	2	2	Dominica	736466	1
Benin	2	2	Burkina Faso	736470	1
Ghana	1	1	Benin	736474	1
Fiji	1	1	Solomon Islands	736474	1
Honduras	2	2	El Salvador	736477	1
Mexico	1	2	Croatia	736477	1
Fiji	1	0	Solomon Islands	736477	1
Italy	8	0	San Marino	736480	1
Morocco	1	2	Netherlands	736480	1
Cote dIvoire	1	1	Benin	736480	1
Togo	0	3	Nigeria	736481	1
Suisse	1	0	Belarus	736481	1
Iraq	1	0	Jordan	736481	1
France	5	0	Paraguay	736482	1
Mexico	3	1	Ireland	736482	1
Chile	3	0	Burkina Faso	736482	1
Oman	1	1	Syria	736482	1
Nicaragua	0	1	Bolivia	736482	1
Rwanda	2	0	Morocco	736482	1
Northern Ireland	1	0	New Zealand	736482	1
Ethiopia	0	0	Uganda	736483	1
Portugal	4	0	Cyprus	736483	1
USA	1	1	Venezuela	736483	1
Gabon	0	0	Zambia	736484	1
Luxembourg	2	1	Albania	736484	1
Togo	2	0	Comoros	736484	1
Lesotho	1	0	Mauritania	736484	1
Armenia	5	0	St. Kitts and Nevis	736484	1
Netherlands	5	0	Cote dIvoire	736484	1
Ireland	3	1	Uruguay	736484	1
Montenegro	1	2	Iran	736484	1
Belgium	2	1	Czech Republic	736485	1
FYR of Macedonia	0	0	Turkey	736485	1
DR Congo	2	0	Botswana	736485	1
Hungary	0	3	Russia	736485	1
Egypt	1	0	Libya	736485	1
Senegal	0	0	Uganda	736485	1
Liberia	1	0	Sierra Leone	736485	1
Bahrain	0	2	Palestine	736486	1
Singapore	1	1	Myanmar	736486	1
Senegal	0	0	Uganda	736486	1
Qatar	2	2	North Korea	736486	1
Afghanistan	2	1	Maldives	736486	1
India	2	0	Nepal	736486	1
Uzbekistan	2	0	Thailand	736486	1
Ukraine	0	1	Malta	736486	1
Algeria	2	1	Guinea	736486	1
Denmark	1	1	Germany	736486	1
Israel	1	1	Moldova	736486	1
Georgia	3	0	St. Kitts and Nevis	736487	1
United Arab Emirates	4	0	Laos	736487	1
Fiji	2	2	New Caledonia	736487	2.5
China	8	1	Philippines	736487	1
Japan	1	1	Syria	736487	1
Spain	2	2	Colombia	736487	1
Bolivia	3	2	Nicaragua	736487	1
Hong Kong	0	0	Jordan	736487	1
Finland	1	1	Liechtenstein	736487	1
Italy	3	0	Uruguay	736487	1
Iraq	0	0	South Korea	736487	1
Costa Rica	0	0	Panama	736488	2.5
Australia	3	2	Saudi Arabia	736488	2.5
Cambodia	0	2	Indonesia	736488	1
Mexico	3	0	Honduras	736488	2.5
Venezuela	1	1	Ecuador	736488	1
Peru	1	0	Paraguay	736488	1
USA	2	0	Trinidad and Tobago	736488	2.5
Solomon Islands	3	2	Papua New Guinea	736489	2.5
Netherlands	5	0	Luxembourg	736489	2.5
Libya	5	1	Seychelles	736489	2.5
Sudan	1	3	Madagascar	736489	2.5
Gibraltar	1	2	Cyprus	736489	2.5
Botswana	0	1	Mauritania	736489	2.5
Estonia	0	2	Belgium	736489	2.5
Faroe Islands	0	2	Suisse	736489	2.5
Latvia	0	3	Portugal	736489	2.5
Sweden	2	1	France	736489	2.5
Belarus	2	1	Bulgaria	736489	2.5
Brazil	0	1	Argentina	736489	1
Russia	1	1	Chile	736489	1
Bosnia and Herzegovina	0	0	Greece	736489	2.5
Andorra	1	0	Hungary	736489	2.5
Cameroon	1	0	Morocco	736490	2.5
Niger	0	0	Swaziland	736490	2.5
Guinea-Bissau	1	0	Namibia	736490	2.5
Cote dIvoire	2	3	Guinea	736490	2.5
Sierra Leone	2	1	Kenya	736490	2.5
Senegal	3	0	Equatorial Guinea	736490	2.5
Nigeria	0	2	South Africa	736490	2.5
Tanzania	1	1	Lesotho	736490	2.5
Burundi	3	0	South Sudan	736490	2.5
Burkina Faso	3	1	Angola	736490	2.5
Mali	2	1	Gabon	736490	2.5
DR Congo	3	1	Congo	736490	2.5
Azerbaijan	0	1	Northern Ireland	736490	2.5
Grenada	1	2	Bermuda	736490	1
Norway	1	1	Czech Republic	736490	2.5
Poland	3	1	Romania	736490	2.5
Germany	7	0	San Marino	736490	2.5
Lithania	1	2	Slovakia	736490	2.5
Montenegro	4	1	Armenia	736490	2.5
Scotland	2	2	England	736490	2.5
Malawi	1	0	Comoros	736490	2.5
Zambia	0	1	Mozambique	736490	2.5
Kazakhstan	1	3	Denmark	736490	2.5
Slovenia	2	0	Malta	736490	2.5
Mexico	1	1	USA	736491	2.5
Ghana	5	0	Ethiopia	736491	2.5
Zimbabwe	3	0	Liberia	736491	2.5
New Caledonia	2	1	Fiji	736491	2.5
Central African Republic	2	1	Rwanda	736491	2.5
Algeria	1	0	Togo	736491	2.5
Cape Verde	0	1	Uganda	736491	2.5
Kosovo	1	4	Turkey	736491	2.5
FYR of Macedonia	1	2	Spain	736491	2.5
Italy	5	0	Liechtenstein	736491	2.5
Iceland	1	0	Croatia	736491	2.5
Moldova	2	2	Georgia	736491	2.5
Ireland	1	1	Austria	736491	2.5
Finland	1	2	Ukraine	736491	2.5
Israel	0	3	Albania	736491	2.5
Serbia	1	1	Wales	736491	2.5
Benin	1	0	Gambia	736491	2.5
Iran	2	0	Uzbekistan	736492	2.5
Tunisia	1	0	Egypt	736492	2.5
Latvia	1	2	Estonia	736492	1
Belarus	1	0	New Zealand	736492	1
Turkmenistan	1	2	Bahrain	736493	2.5
Thailand	1	1	United Arab Emirates	736493	2.5
Malaysia	1	2	Lebanon	736493	2.5
India	1	0	Kyrgyzstan	736493	2.5
Cambodia	1	0	Afghanistan	736493	2.5
Nepal	0	0	Yemen	736493	2.5
Qatar	3	2	South Korea	736493	2.5
